TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2024,3,5,1,0,54XX VICTORIA DR,Kensington-Cedar Cottage,495227.648,5453599.5121
Break and Enter Commercial,2024,3,6,17,30,55XX JOYCE ST,Renfrew-Collingwood,497345.8597,5453409.6296
Break and Enter Commercial,2024,2,7,0,0,56XX ASH ST,South Cambie,491424.3253,5453449.1228
Break and Enter Commercial,2024,3,3,1,6,56XX BAILLIE ST,South Cambie,491086.3831,5453457.7317
Break and Enter Commercial,2024,1,2,1,3,56XX FRASER ST,Kensington-Cedar Cottage,493412.6518,5453368.5416
Break and Enter Commercial,2024,1,25,20,11,56XX WESSEX ST,Renfrew-Collingwood,497500.9818,5453341.3406
Break and Enter Commercial,2024,3,2,1,57,59XX TISDALL ST,Oakridge,491093.0355,5453207.236
Break and Enter Commercial,2024,2,9,9,17,5X W 8TH AVE,Mount Pleasant,492299.1785,5456790.0668
Break and Enter Commercial,2024,3,5,3,45,5X W CORDOVA ST,Central Business District,492321.9081,5458882.1259
Break and Enter Commercial,2024,1,27,18,8,5X WATER ST,Central Business District,492334.7034,5459005.7933
Break and Enter Commercial,2024,3,17,15,2,5X WATER ST,Central Business District,492334.7034,5459005.7933
Break and Enter Commercial,2024,3,3,8,40,5XX BEATTY ST,Central Business District,492023.364,5458628.1257
Break and Enter Commercial,2024,3,18,4,0,5XX BEATTY ST,Central Business District,492043.6967,5458648.7121
Break and Enter Commercial,2024,1,21,1,41,5XX BEATTY ST,Central Business District,492052.4108,5458657.5349
Break and Enter Commercial,2024,2,26,0,0,5XX BEATTY ST,Central Business District,492060.4284,5458678.6651
Break and Enter Commercial,2024,3,24,15,23,5XX CARRALL ST,Central Business District,492400.4944,5458570.4757
Break and Enter Commercial,2024,3,4,7,5,5XX E 16TH AVE,Mount Pleasant,493220.4688,5455974.6254
Break and Enter Commercial,2024,1,19,2,51,5XX E BROADWAY AVE,Mount Pleasant,493279.8267,5456636.9555
Break and Enter Commercial,2024,4,1,0,19,5XX E BROADWAY AVE,Mount Pleasant,493352.5804,5456645.1143
Break and Enter Commercial,2024,2,17,3,56,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.7542
Break and Enter Commercial,2024,2,13,0,46,5XX RAILWAY ST,Strathcona,493229.8651,5459116.0739
Break and Enter Commercial,2024,1,2,20,22,5XX RICHARDS ST,Central Business District,491778.2237,5458961.6366
Break and Enter Commercial,2024,1,20,6,30,5XX SW MARINE DR,Marpole,491383.5858,5450783.3674
Break and Enter Commercial,2024,2,9,21,45,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Break and Enter Commercial,2024,4,2,12,42,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Break and Enter Commercial,2024,1,27,21,42,61XX CAMBIE ST,Oakridge,491510.5933,5452943.6887
Break and Enter Commercial,2024,3,17,0,0,63XX CAMBIE ST,Oakridge,491506.4586,5452784.5205
Break and Enter Commercial,2024,1,22,0,30,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Break and Enter Commercial,2024,1,30,3,50,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Break and Enter Commercial,2024,1,1,0,48,64XX VICTORIA DR,Victoria-Fraserview,495217.0809,5452515.684
Break and Enter Commercial,2024,3,17,13,25,67XX ALBERTA ST,Oakridge,491773.295,5452402.5098
Break and Enter Commercial,2024,3,6,18,30,68XX CAMBIE ST,Oakridge,491493.0663,5452249.8756
Break and Enter Commercial,2024,4,10,5,0,69XX VICTORIA DR,Victoria-Fraserview,495198.9693,5452031.6574
Break and Enter Commercial,2024,1,1,16,0,69XX VICTORIA DR,Victoria-Fraserview,495198.9865,5452039.9899
Break and Enter Commercial,2024,3,17,22,14,6X SMITHE ST,Central Business District,491699.5331,5458090.6248
Break and Enter Commercial,2024,1,19,19,0,6X W 7TH AVE,Mount Pleasant,492281.8742,5456890.9257
Break and Enter Commercial,2024,2,7,1,28,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Break and Enter Commercial,2024,3,6,0,1,6XX CAMBIE ST,Central Business District,491821.6156,5458582.7287
Break and Enter Commercial,2024,1,2,0,27,6XX CARDERO ST,Central Business District,490550.8132,5459806.6504
Break and Enter Commercial,2024,2,13,17,0,6XX DRAKE ST,Central Business District,490774.6964,5458082.5403
Break and Enter Commercial,2024,3,20,2,0,6XX MOBERLY RD,Fairview,491392.8359,5457133.1464
Break and Enter Commercial,2024,1,6,22,30,6XX PIPELINE RD,Stanley Park,490126.115,5460860.546
Break and Enter Commercial,2024,3,24,9,16,6XX SE MARINE DR,Sunset,493336.5513,5450928.8311
Break and Enter Commercial,2024,2,1,7,2,6XX SMITHE ST,Central Business District,491200.0106,5458601.8223
Break and Enter Commercial,2024,2,11,3,0,6XX STAMPS LAND,Fairview,491415.4494,5457339.4571
Break and Enter Commercial,2024,4,1,22,30,6XX TERMINAL AVE,Strathcona,493391.6357,5457600.3235
Break and Enter Commercial,2024,3,7,0,0,6XX TERMINAL AVE,Strathcona,493478.791,5457603.452
Break and Enter Commercial,2024,1,30,4,0,6XX W 7TH AVE,Fairview,491404.1728,5456929.7127
Break and Enter Commercial,2024,4,2,21,52,6XX W BROADWAY AVE,Fairview,491437.6725,5456723.169
Break and Enter Commercial,2024,1,25,21,30,6XX W HASTINGS ST,Central Business District,491726.5189,5459167.3494
Break and Enter Commercial,2024,2,20,7,6,6XX W PENDER ST,Central Business District,491715.6678,5459047.9189
Break and Enter Commercial,2024,3,22,21,0,71XX MACDONALD ST,Kerrisdale,487745.2628,5452101.9993
Break and Enter Commercial,2024,4,6,22,42,71XX MACDONALD ST,Kerrisdale,487745.2628,5452101.9993
Break and Enter Commercial,2024,1,7,5,0,77XX CHAMPLAIN CRES,Killarney,497814.2968,5451337.3897
Break and Enter Commercial,2024,2,1,9,15,78XX OAK ST,Marpole,490533.4492,5451254.2541
Break and Enter Commercial,2024,3,29,20,30,78XX VIVIAN DR,Killarney,496068.4297,5451182.0041
Break and Enter Commercial,2024,3,12,3,16,79XX YUKON ST,Marpole,491653.0645,5451070.6436
Break and Enter Commercial,2024,4,2,3,19,7X E HASTINGS ST,Central Business District,492526.3345,5458749.3501
Break and Enter Commercial,2024,3,4,0,0,7X W HASTINGS ST,Central Business District,492256.9786,5458791.146
Break and Enter Commercial,2024,1,8,17,0,7X W HASTINGS ST,Central Business District,492259.0368,5458790.5641
Break and Enter Commercial,2024,2,10,3,55,7X WATER ST,Central Business District,492306.9981,5459013.2751
Break and Enter Commercial,2024,1,23,2,43,7XX BEATTY ST,Central Business District,491760.0615,5458363.7436
Break and Enter Commercial,2024,3,8,2,15,7XX DENMAN ST,West End,490219.9667,5459933.0078
Break and Enter Commercial,2024,2,29,0,25,7XX RICHARDS ST,Central Business District,491453.345,5458634.4232
Break and Enter Commercial,2024,1,20,5,38,7XX SEYMOUR ST,Central Business District,491436.6685,5458754.3206
Break and Enter Commercial,2024,3,7,3,47,7XX SEYMOUR ST,Central Business District,491436.6685,5458754.3206
Break and Enter Commercial,2024,2,4,23,12,7XX SW MARINE DR,Marpole,491066.6177,5450555.5408
Break and Enter Commercial,2024,3,28,4,1,7XX TERMINAL AVE,Strathcona,493674.5242,5457526.4143
Break and Enter Commercial,2024,1,20,9,16,7XX W BROADWAY AVE,Fairview,491205.4662,5456729.413
Break and Enter Commercial,2024,4,4,16,30,7XX W BROADWAY AVE,Fairview,491213.4176,5456738.4035
Break and Enter Commercial,2024,3,5,20,44,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Break and Enter Commercial,2024,1,13,1,46,80XX GRANVILLE ST,Marpole,489780.7292,5451130.4297
Break and Enter Commercial,2024,2,1,2,13,80XX GRANVILLE ST,Marpole,489781.3452,5451155.0783
Break and Enter Commercial,2024,4,6,19,16,82XX ROSS ST,Sunset,493884.0118,5450891.3699
Break and Enter Commercial,2024,1,18,20,0,84XX ASH ST,Marpole,491337.8291,5450655.963
Break and Enter Commercial,2024,3,14,23,9,84XX ASH ST,Marpole,491337.8291,5450655.963
Break and Enter Commercial,2024,2,18,6,30,84XX ONTARIO ST,Sunset,492228.9428,5450672.7703
Break and Enter Commercial,2024,1,3,20,40,85XX GRANVILLE ST,Marpole,489769.0792,5450668.6559
Break and Enter Commercial,2024,1,6,20,0,85XX RIVER DISTRICT CRSS,Killarney,497731.0058,5450298.8191
Break and Enter Commercial,2024,2,19,19,9,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.6836
Break and Enter Commercial,2024,2,5,7,54,8XX BEATTY ST,Central Business District,491701.5163,5458305.2825
Break and Enter Commercial,2024,1,10,4,25,8XX BROUGHTON ST,West End,490489.5347,5459402.7363
Break and Enter Commercial,2024,1,6,1,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Break and Enter Commercial,2024,2,3,2,42,8XX BURRARD ST,West End,491011.453,5458904.2617
Break and Enter Commercial,2024,2,18,5,9,8XX DUNSMUIR ST,Central Business District,491408.6156,5459125.5393
Break and Enter Commercial,2024,1,31,4,0,8XX HOMER ST,Central Business District,491391.435,5458416.1269
Break and Enter Commercial,2024,2,25,3,20,8XX MALKIN AVE,Strathcona,493798.2043,5457896.5649
Break and Enter Commercial,2024,2,20,0,46,8XX NELSON ST,Central Business District,490915.2169,5458637.9325
Break and Enter Commercial,2024,2,27,4,30,8XX NELSON ST,Central Business District,490915.2169,5458637.9325
Break and Enter Commercial,2024,1,4,6,0,8XX PACIFIC ST,Central Business District,490448.6475,5458166.9152
Break and Enter Commercial,2024,1,11,5,0,8XX RENFREW ST,Hastings-Sunrise,496796.3296,5458279.5638
Break and Enter Commercial,2024,3,15,0,0,8XX SALSBURY DR,Grandview-Woodland,495023.3295,5458249.0824
Break and Enter Commercial,2024,3,18,12,21,8XX SALSBURY DR,Grandview-Woodland,495023.3295,5458249.0824
Break and Enter Commercial,2024,1,19,17,0,8XX W 12TH AVE,Fairview,490960.664,5456434.5777
Break and Enter Commercial,2024,3,31,8,6,9XX COMMERCIAL DR,Grandview-Woodland,494949.4345,5458168.2562
Break and Enter Commercial,2024,1,19,2,0,9XX HOWE ST,Central Business District,491052.3638,5458649.2419
Break and Enter Commercial,2024,2,4,20,2,9XX MAINLAND ST,Central Business District,491440.4645,5458329.8415
Break and Enter Commercial,2024,2,29,6,40,9XX MAINLAND ST,Central Business District,491446.1327,5458321.9832
Break and Enter Commercial,2024,2,22,7,55,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Break and Enter Commercial,2024,1,3,22,13,9XX SEYMOUR ST,Central Business District,491125.9219,5458441.2075
Break and Enter Commercial,2024,1,9,21,45,9XX STATION ST,Strathcona,492790.7674,5458143.0989
Break and Enter Commercial,2024,3,31,12,20,9XX W 22ND AVE,South Cambie,490735.3864,5455450.9801
Break and Enter Commercial,2024,3,12,1,53,9XX W BROADWAY AVE,Fairview,490874.801,5456739.0221
Break and Enter Commercial,2024,2,2,10,51,9XX W BROADWAY AVE,Fairview,490953.3828,5456746.1661
Break and Enter Commercial,2024,3,10,17,0,E 2ND AVE / GREAT NORTHERN WAY,Mount Pleasant,493000.9161,5457126.4963
Break and Enter Commercial,2024,4,3,20,37,X ALEXANDER ST,Central Business District,492441.3004,5458972.0734
Break and Enter Residential/Other,2024,3,8,16,0,10XX COTTON DR,Grandview-Woodland,494798.5271,5458176.1384
Break and Enter Residential/Other,2024,3,27,10,4,10XX HOMER ST,Central Business District,491198.5704,5458233.8344
Break and Enter Residential/Other,2024,3,27,15,15,10XX HOMER ST,Central Business District,491198.5704,5458233.8344
Break and Enter Residential/Other,2024,2,9,16,55,10XX HOWE ST,Central Business District,490911.7414,5458505.4916
Break and Enter Residential/Other,2024,2,19,22,40,10XX NELSON ST,West End,490787.3166,5458775.1295
Break and Enter Residential/Other,2024,2,10,22,34,10XX W 13TH AVE,Fairview,490650.0715,5456334.4709
Break and Enter Residential/Other,2024,1,2,22,17,10XX W 13TH AVE,Fairview,490750.0568,5456331.9089
Break and Enter Residential/Other,2024,1,26,18,30,11XX E 10TH AVE,Mount Pleasant,494113.3925,5456518.6958
Break and Enter Residential/Other,2024,1,27,19,24,11XX GRANVILLE ST,Central Business District,490852.4071,5458298.9215
Break and Enter Residential/Other,2024,4,6,5,6,11XX KEEFER ST,Strathcona,494134.1649,5458483.8728
Break and Enter Residential/Other,2024,2,21,19,45,11XX LE ROI ST,Hastings-Sunrise,497084.6165,5457960.883
Break and Enter Residential/Other,2024,2,5,3,40,11XX NANAIMO ST,Hastings-Sunrise,495889.2829,5458005.5757
Break and Enter Residential/Other,2024,1,24,19,25,11XX W 55TH AVE,Oakridge,490416.0603,5451962.3543
Break and Enter Residential/Other,2024,1,21,17,15,11XX W 70TH AVE,Marpole,490380.7014,5450646.8935
Break and Enter Residential/Other,2024,3,9,9,56,11XX W 7TH AVE,Fairview,490486.3704,5456943.69
Break and Enter Residential/Other,2024,2,2,0,30,11XX W GEORGIA ST,Central Business District,490952.0114,5459324.8748
Break and Enter Residential/Other,2024,2,5,20,0,12XX ROBSON ST,West End,490740.6514,5459287.6289
Break and Enter Residential/Other,2024,2,18,3,45,12XX ROSSLAND ST,Hastings-Sunrise,496681.3086,5457914.8558
Break and Enter Residential/Other,2024,3,29,14,4,12XX W GEORGIA ST,Central Business District,490844.865,5459430.8445
Break and Enter Residential/Other,2024,2,9,22,0,13XX E 37TH AVE,Kensington-Cedar Cottage,494378.7215,5453782.9431
Break and Enter Residential/Other,2024,4,9,15,7,13XX E 8TH AVE,Grandview-Woodland,494455.1886,5456726.5744
Break and Enter Residential/Other,2024,1,14,14,1,13XX HORNBY ST,Central Business District,490520.7058,5458260.0395
Break and Enter Residential/Other,2024,3,28,10,8,13XX SEYMOUR ST,Central Business District,490731.994,5458024.3542
Break and Enter Residential/Other,2024,2,28,7,30,13XX W 11TH AVE,Fairview,490200.2523,5456545.3915
Break and Enter Residential/Other,2024,3,5,20,0,13XX W 59TH AVE,Marpole,490178.4908,5451613.376
Break and Enter Residential/Other,2024,3,26,23,11,13XX W 7TH AVE,Fairview,490253.6314,5456949.6101
Break and Enter Residential/Other,2024,1,19,23,5,14XX E 8TH AVE,Grandview-Woodland,494534.4692,5456725.1911
Break and Enter Residential/Other,2024,1,21,0,0,14XX MINTO CRES,Shaughnessy,489969.2192,5454471.8226
Break and Enter Residential/Other,2024,3,14,20,55,14XX W 59TH AVE,Marpole,489841.4193,5451626.6436
Break and Enter Residential/Other,2024,1,3,16,45,15XX E 5TH AVE,Grandview-Woodland,494732.5907,5457025.4863
Break and Enter Residential/Other,2024,2,16,19,15,15XX E 62ND AVE,Victoria-Fraserview,494540.1688,5451225.7142
Break and Enter Residential/Other,2024,3,27,12,17,15XX E PENDER ST,Grandview-Woodland,494634.8199,5458625.7118
Break and Enter Residential/Other,2024,4,9,9,29,15XX MARINER WALK,Fairview,489839.1071,5457533.8719
Break and Enter Residential/Other,2024,2,20,12,0,15XX VERNON DR,Strathcona,494276.6448,5457555.2225
Break and Enter Residential/Other,2024,3,31,21,53,15XX W 10TH AVE,Fairview,489783.4137,5456670.0437
Break and Enter Residential/Other,2024,3,8,17,40,15XX W 12TH AVE,Fairview,489835.9241,5456464.2727
Break and Enter Residential/Other,2024,2,2,13,0,15XX W 40TH AVE,Shaughnessy,489790.2436,5453635.9496
Break and Enter Residential/Other,2024,2,1,0,0,15XX W 71ST AVE,Marpole,489615.8408,5450492.8942
Break and Enter Residential/Other,2024,3,5,23,0,15XX W 7TH AVE,Fairview,489787.6854,5456970.6648
Break and Enter Residential/Other,2024,3,23,19,5,16XX FRANKLIN ST,Grandview-Woodland,494737.7613,5458826.0688
Break and Enter Residential/Other,2024,2,26,1,55,16XX HARO ST,West End,490242.0135,5459620.1911
Break and Enter Residential/Other,2024,1,20,20,47,16XX LAURIER AVE,Shaughnessy,489688.8374,5455348.6664
Break and Enter Residential/Other,2024,3,24,8,27,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.9232
Break and Enter Residential/Other,2024,1,9,6,9,16XX W KING EDWARD AVE,Shaughnessy,489657.7667,5455213.4623
Break and Enter Residential/Other,2024,4,9,13,29,17XX BAYSHORE DR,Central Business District,490332.7491,5460025.7668
Break and Enter Residential/Other,2024,3,15,21,26,17XX CYPRESS ST,Kitsilano,489237.2875,5457526.6539
Break and Enter Residential/Other,2024,3,27,20,0,17XX CYPRESS ST,Kitsilano,489245.5129,5457490.9216
Break and Enter Residential/Other,2024,3,8,3,30,17XX E 11TH AVE,Kensington-Cedar Cottage,494995.0117,5456406.6768
Break and Enter Residential/Other,2024,3,1,18,30,17XX W 7TH AVE,Fairview,489439.3539,5456979.5077
Break and Enter Residential/Other,2024,1,7,0,53,18XX ADANAC ST,Grandview-Woodland,495053.8062,5458316.6881
Break and Enter Residential/Other,2024,2,17,3,0,18XX E PENDER ST,Grandview-Woodland,495132.5939,5458617.5948
Break and Enter Residential/Other,2024,1,23,21,0,18XX GRANT ST,Grandview-Woodland,495197.1638,5457611.1129
Break and Enter Residential/Other,2024,1,23,10,0,18XX W 2ND AVE,Kitsilano,489301.1292,5457465.0213
Break and Enter Residential/Other,2024,1,7,20,0,18XX W 37TH AVE,Shaughnessy,489301.3421,5453944.6357
Break and Enter Residential/Other,2024,4,9,9,56,18XX W 3RD AVE,Kitsilano,489278.3411,5457359.2897
Break and Enter Residential/Other,2024,2,10,18,51,19XX FERNDALE ST,Grandview-Woodland,495256.9585,5458552.8165
Break and Enter Residential/Other,2024,1,9,3,14,19XX W 18TH AVE,Shaughnessy,489042.0504,5455850.3432
Break and Enter Residential/Other,2024,1,11,10,58,19XX W 41ST AVE,Shaughnessy,488978.7904,5453542.4642
Break and Enter Residential/Other,2024,1,19,0,0,1X E HASTINGS ST,Central Business District,492439.0894,5458743.7505
Break and Enter Residential/Other,2024,2,12,16,25,1X E HASTINGS ST,Central Business District,492441.0951,5458743.4818
Break and Enter Residential/Other,2024,3,30,20,16,1XX E 1ST AVE,Mount Pleasant,492549.337,5457488.6151
Break and Enter Residential/Other,2024,3,25,23,34,1XX E HASTINGS ST,Central Business District,492566.8001,5458748.052
Break and Enter Residential/Other,2024,1,13,15,0,1XX E HASTINGS ST,Central Business District,492687.5291,5458734.8822
Break and Enter Residential/Other,2024,2,25,10,34,1XX E HASTINGS ST,Central Business District,492708.1305,5458743.3452
Break and Enter Residential/Other,2024,3,8,6,0,1XX E HASTINGS ST,Central Business District,492708.1305,5458743.3452
Break and Enter Residential/Other,2024,2,18,23,1,1XX KAMLOOPS ST,Hastings-Sunrise,496034.9032,5459012.5345
Break and Enter Residential/Other,2024,1,8,13,41,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,2,16,17,44,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,3,1,8,30,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,1,27,18,0,1XX W HASTINGS ST,Central Business District,492148.0205,5458832.4733
Break and Enter Residential/Other,2024,1,23,13,3,1XX WATER ST,Central Business District,492244.5611,5459020.619
Break and Enter Residential/Other,2024,2,23,2,3,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495334.8648,5454660.7167
Break and Enter Residential/Other,2024,3,8,17,0,20XX W 1ST AVE,Kitsilano,488962.0524,5457562.9456
Break and Enter Residential/Other,2024,1,5,7,45,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Break and Enter Residential/Other,2024,1,10,5,0,20XX W 4TH AVE,Kitsilano,488967.4754,5457266.4206
Break and Enter Residential/Other,2024,4,7,9,41,20XX YORK AVE,Kitsilano,488974.1815,5457668.2516
Break and Enter Residential/Other,2024,4,5,12,24,21XX E 32ND AVE,Kensington-Cedar Cottage,495577.5739,5454306.965
Break and Enter Residential/Other,2024,2,1,16,40,21XX E 40TH AVE,Kensington-Cedar Cottage,495430.211,5453456.5424
Break and Enter Residential/Other,2024,2,10,19,20,21XX FERNDALE ST,Grandview-Woodland,495565.6447,5458551.4184
Break and Enter Residential/Other,2024,2,17,0,0,21XX W 19TH AVE,Arbutus Ridge,488858.5128,5455852.4269
Break and Enter Residential/Other,2024,3,22,20,55,21XX W 21ST AVE,Arbutus Ridge,488693.7465,5455646.7272
Break and Enter Residential/Other,2024,2,13,0,0,22XX E 27TH AVE,Kensington-Cedar Cottage,495715.257,5454888.6533
Break and Enter Residential/Other,2024,3,23,7,45,22XX E 4TH AVE,Grandview-Woodland,495698.442,5457107.8024
Break and Enter Residential/Other,2024,1,8,17,18,22XX E 7TH AVE,Grandview-Woodland,495722.6724,5456817.8646
Break and Enter Residential/Other,2024,2,8,18,59,22XX MANNERING AVE,Kensington-Cedar Cottage,495647.2616,5454206.0704
